task,condition,loss
wilson2014humans,original,0.446848064661026
wilson2014humans,instruction_ablated,0.4559285342693329
wilson2014humans,content_masked,0.5383540987968445
wilson2014humans,history_only,0.6202841401100159
wise2019acomputational,original,3.8105993270874023
wise2019acomputational,instruction_ablated,3.855395555496216
wise2019acomputational,content_masked,4.050825119018555
wise2019acomputational,history_only,4.145216464996338
wu2018generalisation,original,1.8639755249023438
wu2018generalisation,instruction_ablated,1.973021149635315
wu2018generalisation,content_masked,2.3789217472076416
wu2018generalisation,history_only,2.4996836185455322
wulff2018description,original,0.6000038981437683
wulff2018description,instruction_ablated,0.6297638416290283
wulff2018description,content_masked,0.6600990891456604
wulff2018description,history_only,0.6599966883659363
wulff2018sampling,original,0.48015984892845154
wulff2018sampling,instruction_ablated,0.9454214572906494
wulff2018sampling,content_masked,0.5338099598884583
wulff2018sampling,history_only,0.5605612397193909
xiong2023neural,original,0.28509461879730225
xiong2023neural,instruction_ablated,0.2916839122772217
xiong2023neural,content_masked,0.4741245210170746
xiong2023neural,history_only,0.42684343457221985
flesch2018comparing,instruction_ablated,0.40148669481277466
gershman2020reward,instruction_ablated,0.5514352321624756
hilbig2014generalized,instruction_ablated,0.12821900844573975
levering2020revisiting,instruction_ablated,0.5944347977638245
kool2016when,instruction_ablated,0.5218605399131775
kool2017cost,instruction_ablated,0.532521665096283
zorowitz2023data,instruction_ablated,0.5198973417282104
tomov2020discovery,instruction_ablated,1.4096723794937134
tomov2021multitask,instruction_ablated,0.6444932222366333
flesch2018comparing,content_masked,0.6848133206367493
gershman2020reward,content_masked,1.0142936706542969
hilbig2014generalized,content_masked,0.7184126377105713
levering2020revisiting,content_masked,0.7699581980705261
kool2016when,content_masked,1.1587775945663452
kool2017cost,content_masked,1.1141486167907715
zorowitz2023data,content_masked,0.9433534741401672
tomov2020discovery,content_masked,1.4277149438858032
tomov2021multitask,content_masked,0.763787567615509
flesch2018comparing,history_only,0.6904826760292053
gershman2020reward,history_only,1.0609396696090698
hilbig2014generalized,history_only,0.7252213358879089
levering2020revisiting,history_only,0.8705135583877563
kool2016when,history_only,1.2284421920776367
kool2017cost,history_only,1.1469980478286743
zorowitz2023data,history_only,1.024309515953064
tomov2020discovery,history_only,1.2957942485809326
tomov2021multitask,history_only,0.8092609643936157
flesch2018comparing,original,0.37840691208839417
gershman2020reward,original,0.5147438049316406
hilbig2014generalized,original,0.07730964571237564
kool2016when,original,0.48093143105506897
kool2017cost,original,0.526805579662323
levering2020revisiting,original,0.4968565106391907
tomov2020discovery,original,1.1182670593261719
tomov2021multitask,original,0.5681999921798706
zorowitz2023data,original,0.5102404356002808
