task,condition,loss
wulff2018sampling,instruction_ablated,0.9656012654304504
wulff2018sampling,content_masked,0.5451287031173706
wulff2018sampling,history_only,0.5756466388702393
xiong2023neural,original,0.29275235533714294
xiong2023neural,instruction_ablated,0.29720109701156616
xiong2023neural,content_masked,0.4735617935657501
xiong2023neural,history_only,0.4247714579105377
flesch2018comparing,instruction_ablated,0.396224707365036
gershman2020reward,instruction_ablated,0.5486302375793457
hilbig2014generalized,instruction_ablated,0.12551350891590118
levering2020revisiting,instruction_ablated,0.5838075280189514
kool2016when,instruction_ablated,0.511946976184845
kool2017cost,instruction_ablated,0.5301037430763245
zorowitz2023data,instruction_ablated,0.5128128528594971
tomov2020discovery,instruction_ablated,1.4311516284942627
tomov2021multitask,instruction_ablated,0.6748042702674866
flesch2018comparing,content_masked,0.6862967014312744
gershman2020reward,content_masked,1.0229663848876953
hilbig2014generalized,content_masked,0.7372031211853027
levering2020revisiting,content_masked,0.7792696356773376
kool2016when,content_masked,1.1757054328918457
kool2017cost,content_masked,1.1390737295150757
zorowitz2023data,content_masked,0.9734435081481934
tomov2020discovery,content_masked,1.4237849712371826
tomov2021multitask,content_masked,0.7855489253997803
flesch2018comparing,history_only,0.686594545841217
gershman2020reward,history_only,1.061363697052002
hilbig2014generalized,history_only,0.7247645258903503
levering2020revisiting,history_only,0.9056649804115295
kool2016when,history_only,1.302096962928772
kool2017cost,history_only,1.2451589107513428
zorowitz2023data,history_only,1.164135217666626
tomov2020discovery,history_only,1.3578250408172607
tomov2021multitask,history_only,0.8355274796485901
flesch2018comparing,original,0.3774913549423218
gershman2020reward,original,0.5215293765068054
hilbig2014generalized,original,0.08118381351232529
kool2016when,original,0.4896482527256012
kool2017cost,original,0.5267971754074097
levering2020revisiting,original,0.4971785843372345
tomov2020discovery,original,1.1320656538009644
tomov2021multitask,original,0.5728428959846497
zorowitz2023data,original,0.5105656981468201
